REMID,FECHA,LOTE,UNIDAD,MANDANTE,PLACA,TIPO,MARCA,MODELO,ANHO,TRACC,COMB,GTIA. MEC,VPCA,MINIMO,MAG,ADJUDIC.,KILOMETRAJE
865,29/07/2020,1,BFE,GMF OTRO,KPBY82,STATION WAGON,CHEVROLET,SUBURBAN 4X4 5.3 AUT,2018,4x4,B,,32050000,9800000,20850000,23100000,41090
865,29/07/2020,2,PARTICULARES,PARTICULAR,JYPJ38,STATION WAGON,KIA MOTORS,GRAND CARNIVAL EX 2.2 AUT,2018,4x2,D,,16100000,5000000,13000000,14400000,113459
865,29/07/2020,3,BFE,SANTANDER CONSUMER,JKZD70,STATION WAGON,BMW,X1 SDRIVE20I LUXURY 2.0 AUT,2017,AWD,B,,15580000,4800000,10403228,14700000,32154
865,29/07/2020,4,BFE,GMF,LRYD42,STATION WAGON,CHEVROLET,CAPTIVA PREMIER 1.5,2020,4x2,B,,12470000,3800000,8730000,13000000,13109
865,29/07/2020,5,PARTICULARES,PARTICULAR,LZDS46,STATION WAGON,SEAT,ATECA 4X4 1.4 AUT,2020,4x4,B,,15600000,4800000,11000000,13600000,2066
865,29/07/2020,6,AUTOMOTORAS,PEUGEOT,LBRC16,HATCHBACK,PEUGEOT,308 BLUE HDI HB 1.6 AUT,2019,4x2,D,,12300000,3800000,10200000,10600000,49238
865,29/07/2020,7,PARTICULARES,PARTICULAR,LWVF27,HATCHBACK,CITROËN,C3 HDI 1.5,2020,4x2,D,,9300000,2800000,8200000,10400000,15816
865,29/07/2020,8,BFE,SANTANDER CONSUMER,LRBF23,STATION WAGON,MITSUBISHI,ECLIPSE CROSS RX 1.5 AUT,2019,4x2,B,,12120000,3800000,10115000,11600000,5281
865,29/07/2020,9,BFE,GMF,LFXS27,STATION WAGON,CHEVROLET,TRACKER II LS 1.8,2019,4x2,B,,8770000,2800000,6100000,9600000,16379
865,29/07/2020,10,PARTICULARES,PARTICULAR,KBVL46,STATION WAGON,NISSAN,QASHQAI SENSE 2.0,2018,4x2,B,,9800000,3000000,8600000,8800000,29269
865,29/07/2020,11,AUTOMOTORAS,PEUGEOT,KLDV17,STATION WAGON,PEUGEOT,2008 ACTIVE BLUEHDI 1.6,2018,4x2,D,,9500000,3000000,7800000,8100000,63412
865,29/07/2020,12,AUTOMOTORAS,PEUGEOT,KTWC19,STATION WAGON,PEUGEOT,2008 ACTIVE BLUEHDI 1.6,2018,4x2,D,,9500000,3000000,7800000,8100000,63659
865,29/07/2020,13,AUTOMOTORAS,PEUGEOT,KTRH58,STATION WAGON,PEUGEOT,2008 ACTIVE BLUEHDI 1.6,2018,4x2,D,,9500000,3000000,7800000,8100000,65882
865,29/07/2020,14,AUTOMOTORAS,DERCO,PFXW71,STATION WAGON,CHANGAN,CX70 T 1.5 AUT,2020,4x2,B,,9900000,3000000,7821000,8000000,12
865,29/07/2020,15,AUTOMOTORAS,DERCO,PFXW60,STATION WAGON,CHANGAN,CX70 T 1.5,2020,4x2,B,,9900000,3000000,7029000,7800000,15
865,29/07/2020,16,AUTOMOTORAS,DERCO,PFXW69,STATION WAGON,CHANGAN,CX70 T 1.5,2020,4x2,B,,9900000,3000000,7227000,6800000,24
865,29/07/2020,17,AUTOMOTORAS,DERCO,PFXW59,STATION WAGON,CHANGAN,CX70 T 1.5,2020,4x2,B,,9900000,3000000,7227000,7800000,28
865,29/07/2020,18,AUTOMOTORAS,DERCO,PFXW68,STATION WAGON,CHANGAN,CS55 1.5,2020,4x2,B,,8500000,2600000,7735000,6800000,59
865,29/07/2020,19,LEASING,RELSA,JJVV15,STATION WAGON,HYUNDAI,TUCSON TL 2.0 AT,2017,4x2,B,,11000000,3400000,8250000,8400000,96739
865,29/07/2020,20,AUTOMOTORAS,PEUGEOT,KZTD26,SEDAN,PEUGEOT,301 HDI 92HP 1.6,2019,4x2,D,,8400000,2600000,7100000,7200000,37084
865,29/07/2020,21,AUTOMOTORAS,PEUGEOT,KZTC89,SEDAN,PEUGEOT,301 HDI 92HP 1.6,2019,4x2,D,,8400000,2600000,7100000,6900000,36857
865,29/07/2020,22,AUTOMOTORAS,PEUGEOT,KZTC84,SEDAN,PEUGEOT,301 HDI 92HP 1.6,2019,4x2,D,,8400000,2600000,7100000,6900000,39331
865,29/07/2020,23,AUTOMOTORAS,DERCO,S/PLACA,MOTOS,SUZUKI,RMZ,2017,-,B,,4500000,1400000,3150000,3000000,1
865,29/07/2020,24,AUTOMOTORAS,DERCO,S/PLACA,MOTOS,SUZUKI,RMZ,2017,-,B,,4500000,1400000,3150000,3000000,1
865,29/07/2020,25,AUTOMOTORAS,DERCO,S/PLACA,MOTOS,SUZUKI,RMZ,2017,-,B,,3000000,1000000,2100000,3000000,1
865,29/07/2020,26,AUTOMOTORAS,DERCO,S/PLACA,MOTOS,SUZUKI,RMZ,2017,-,B,,3000000,1000000,2100000,3000000,1
865,29/07/2020,27,AUTOMOTORAS,DERCO,S/PLACA,MOTOS,SUZUKI,RMZ,2017,-,B,,3000000,1000000,2100000,3100000,1
865,29/07/2020,28,LEASING,MITTA,KCLL99,CAMIONETA,FORD,RANGER XLT 4X4 3.2,2018,4x4,D,,16080000,5000000,10500000,10500000,101311
865,29/07/2020,29,LEASING,GAMA,JWRT71,CAMIONETA,MITSUBISHI,L200 KATANA CRT 4X4 2.4,2018,4x4,D,,11730000,5000000,7976400,10100000,65449
865,29/07/2020,30,LEASING,GAMA,JLKZ20,CAMIONETA,NISSAN,NP300 DCAB 4X4 2.3,2017,4x4,D,,11900000,4400000,7616000,9300000,53047
865,29/07/2020,31,LEASING,RELSA,JKKF75,CAMIONETA,NISSAN,NP300 DCAB SE 4X4 2.3,2017,4x4,D,,11800000,4400000,8024000,8500000,142826
865,29/07/2020,32,LEASING,GAMA,KLDX77,CAMIONETA,CHEVROLET,NEW DMAX 2.5,2018,4x4,D,,11500000,5000000,7705000,8100000,69726
865,29/07/2020,33,LEASING,MITTA,KVXV13,CAMIONETA,TOYOTA,HILUX DX D CAB 2.4,2019,4x2,D,,13190730,5200000,8500000,10600000,29225
865,29/07/2020,34,LEASING,MITTA,KVXT95,CAMIONETA,TOYOTA,HILUX D CAB TDI DX 2.4,2019,4x2,D,,17680000,5200000,8500000,10600000,35321
865,29/07/2020,35,LEASING,MITTA,KVTX10,CAMIONETA,TOYOTA,HILUX DCAB DX 2.4,2019,4x2,D,,13190730,5200000,8500000,10300000,50803
865,29/07/2020,36,LEASING,MITTA,JZLV41,CAMIONETA,MITSUBISHI,L200 KATANA CR 2.4,2018,4x2,D,,10590000,5000000,6600000,8700000,32301
865,29/07/2020,37,LEASING,MITTA,JZHS24,CAMIONETA,MITSUBISHI,L200 KATANA CR 2.4,2018,4x2,D,,10590000,5000000,6600000,8300000,81562
865,29/07/2020,38,BFE,SANTANDER CONSUMER,JXVK36,CAMIONETA,MITSUBISHI,L200 WORK D CAB CR 2.4,2018,4x2,D,,10780000,5000000,6715000,8100000,146276
865,29/07/2020,39,LEASING,GAMA,HLXY77,CAMIONETA,FORD,RANGER XLT 4X4 3.2,2016,4x4,D,,11040000,3400000,8059200,8600000,89780
865,29/07/2020,40,LEASING,GAMA,JYPW17,CAMIONETA,TOYOTA,HI LUX 2.4,2018,4x2,D,,11800000,5000000,8024000,7800000,163379
865,29/07/2020,41,LEASING,RELSA,JGTD68,CAMIONETA,VOLKSWAGEN,AMAROK POWER PLUS 4X4 2.0,2017,4x4,D,,11860000,4800000,7709000,7300000,137721
865,29/07/2020,42,LEASING,RELSA,JGTD67,CAMIONETA,VOLKSWAGEN,AMAROK POWER PLUS 4X4 2.0,2017,4x4,D,,11860000,4800000,7709000,7400000,144177
865,29/07/2020,43,LEASING,GAMA,JCHD60,CAMIONETA,VOLKSWAGEN,AMAROK POWER PLUS 4X4 2.0,2016,4x4,D,,10800000,4400000,6912000,8200000,97144
865,29/07/2020,44,LEASING,RELSA,HSZH58,CAMIONETA,CHEVROLET,D MAX II 2.5,2016,4x2,D,,8530000,4400000,5629800,7600000,31895
865,29/07/2020,45,LEASING,RELSA,HSZH45,CAMIONETA,CHEVROLET,D MAX II 2.5,2016,4x2,D,,8530000,4400000,5629800,7300000,84647
865,29/07/2020,46,LEASING,RELSA,HSZJ81,CAMIONETA,CHEVROLET,D MAX II 2.5,2016,4x2,D,,8530000,4400000,5629800,7600000,129904
865,29/07/2020,47,LEASING,RELSA,JDYF87,CAMIONETA,CHEVROLET,DMAX 4WD 2.5,2017,4x4,D,,9750000,4800000,6240000,6600000,209225
865,29/07/2020,48,LEASING,GAMA,JTGG74,CAMIONETA,SSANGYONG,ACTYON SPORT 2.0,2017,4x2,D,,8490000,2600000,5943000,6400000,84536
865,29/07/2020,49,LEASING,RELSA,JJVS95,CAMIONETA,SSANGYONG,ACTYON SPORT 2.0,2017,4x2,D,,8400000,2600000,5712000,6300000,148075
865,29/07/2020,50,LEASING,GAMA,HXJX30,CAMIONETA,SSANGYONG,ACTYON SPORT 2.0,2016,4x2,D,,5242800,1600000,7710000,6300000,120921
865,29/07/2020,51,LEASING,GAMA,HZPT97,CAMIONETA,SSANGYONG,ACTYON SPORT 2.0,2016,4x2,D,,7710000,1600000,5242800,6200000,150707
865,29/07/2020,52,LEASING,RELSA,HZPT40,CAMIONETA,FIAT,STRADA 1.4,2016,4x2,B,,5580000,1800000,3961800,4900000,48382
865,29/07/2020,53,LEASING,RELSA,HPJZ50,CAMIONETA,FIAT,STRADA TREKKING DCAB 1.4,2016,4x2,B,,5580000,1800000,3961800,3900000,175181
865,29/07/2020,54,LEASING,RELSA,JKKF94,FURGON,HYUNDAI,H1 CRDI GL 2.5,2017,4x2,D,,13000000,4000000,7800000,8100000,107211
865,29/07/2020,55,AUTOMOTORAS,DERCO,PFXW72,FURGON,CHANGAN,M201 DOHC 1.2,2020,4x2,B,,4500000,1400000,3645000,4800000,16
865,29/07/2020,56,AUTOMOTORAS,DERCO,PFXW55,FURGON,CHANGAN,M201 DOHC 1.2,2018,4x2,B,,4000000,1200000,3160000,4200000,25
865,29/07/2020,57,BFE,SANTANDER CONSUMER,KKXC99,CAMIONETA,CHANGAN,MS201 DCAB 1.2,2018,4x2,B,,4444782,1200000,2940000,4600000,35691
865,29/07/2020,58,LEASING,RELSA,GDTZ26,FURGON,FIAT,FIORINO 1.3,2014,4x2,D,,4050000,1400000,3037500,4200000,141113
865,29/07/2020,59,LIQUIDACIONES,LIQUIDACION,LPYY86,SEDAN,KIA MOTORS,RIO 5 EX 1.4,2019,4x2,B,,6730000,0,1,6100000,18679
865,29/07/2020,60,AUTOMOTORAS,DERCO,PFXW51,STATION WAGON,CHANGAN,CS35 1.6 AT,2018,4x2,B,,6700000,2200000,5695000,6000000,568
865,29/07/2020,61,AUTOMOTORAS,DERCO,PFXW61,STATION WAGON,CHANGAN,A500 OTTO 1.5,2020,4x2,B,,6800000,2200000,5848000,5800000,31
865,29/07/2020,62,PARTICULARES,PARTICULAR,JHDT95,HATCHBACK,PEUGEOT,208 ACTIVE 1.2 AUT,2017,4x2,B,,7000000,2200000,6150000,6500000,55777
865,29/07/2020,63,BFE,GMF,KGLR52,STATION WAGON,CHEVROLET,SPIN LTZ 1.8,2018,4x2,B,,7860000,2400000,5580000,5400000,21711
865,29/07/2020,64,PARTICULARES,PARTICULAR,LCGC40,STATION WAGON,MG,ZS 1.5 AUT,2019,4x2,B,,7200000,2200000,5700000,6500000,15898
865,29/07/2020,65,BFE,SANTANDER CONSUMER,KJXH26,HATCHBACK,SUZUKI,BALENO GLX HB 1.4,2018,4x2,B,,7120000,2200000,4663000,5500000,38491
865,29/07/2020,66,BFE,GMF,LDLG37,HATCHBACK,CHEVROLET,ONIX LTZ 1.4,2019,4x2,B,,6570000,2000000,4438138,4800000,20031
865,29/07/2020,67,AUTOMOTORAS,SALFA,JLBG58,STATION WAGON,RENAULT,DUSTER DYNAMIQUE 1.6,2017,4x2,B,,6460000,2000000,4737600,5000000,54644
865,29/07/2020,68,BFE,SANTANDER CONSUMER,LCLF35,HATCHBACK,SUZUKI,SWIFT GLS HB 1.2,2019,4x2,B,,5620000,2000000,3546656,5300000,19809
865,29/07/2020,69,LEASING,CHILEAN LEASING,KXJJ25,HATCHBACK,SUZUKI,SWIFT DOHC HB 1.2,2019,4x2,B,,6346834,2000000,5450000,5600000,48579
865,29/07/2020,70,LEASING,CHILEAN LEASING,KXJH79,HATCHBACK,SUZUKI,SWIFT DOHC HB 1.2,2019,4x2,B,,6346834,2000000,5450000,5600000,48816
865,29/07/2020,71,LEASING,CHILEAN LEASING,KXJJ22,HATCHBACK,SUZUKI,SWIFT DOHC HB 1.2,2019,4x2,B,,6346834,2000000,5450000,5300000,48864
865,29/07/2020,72,LEASING,CHILEAN LEASING,KXJJ21,HATCHBACK,SUZUKI,SWIFT DOHC HB 1.2,2019,4x2,B,,6346834,2000000,5450000,5300000,49072
865,29/07/2020,73,PARTICULARES,PARTICULAR,KZVG49,HATCHBACK,KIA MOTORS,MORNING EX 1.2,2019,4x2,B,,5900000,1800000,5300000,5200000,30738
865,29/07/2020,74,BFE,SANTANDER CONSUMER,KSTS68,SEDAN,MITSUBISHI,LANCER 1.6,2018,4x2,B,,6610000,2000000,4725000,5300000,34299
865,29/07/2020,75,BFE,SANTANDER CONSUMER,KLHL84,STATION WAGON,CHERY,TIGGO 2 GLS 1.5,2018,4x2,B,,6080000,2000000,4444000,4700000,13780
865,29/07/2020,76,PARTICULARES,PARTICULAR,JXZB44,SEDAN,NISSAN,VERSA SENSE 1.6,2018,4x2,B,,6300000,2000000,5400000,5700000,18375
865,29/07/2020,77,PARTICULARES,PARTICULAR,LDCB65,SEDAN,RENAULT,SYMBOL 1.6,2019,4x2,B,,5600000,1800000,5000000,5100000,14081
865,29/07/2020,78,PARTICULARES,PARTICULAR,JDXC71,HATCHBACK,KIA MOTORS,MORNING EX 1.2,2017,4x2,B,,5000000,1600000,4500000,4800000,44352
865,29/07/2020,79,BFE,GMF,LJFV57,SEDAN,CHEVROLET,SAIL 1.5,2019,4x2,B,,5140000,1600000,3421000,4500000,40843
865,29/07/2020,80,BFE,GMF,LHDS40,SEDAN,CHEVROLET,SAIL LS 1.5,2019,4x2,B,,5770000,1600000,3376276,4000000,48088
865,29/07/2020,81,BFE,GMF,LFLX32,SEDAN,CHEVROLET,SAIL 1.5,2019,4x2,B,,5140000,1600000,3446000,4200000,48229
865,29/07/2020,82,BFE,GMF,KPCP86,SEDAN,CHEVROLET,SAIL 1.5,2018,4x2,B,,5060000,1600000,3434000,4000000,38483
865,29/07/2020,83,BFE,SANTANDER CONSUMER,JTGS90,SEDAN,SUZUKI,CIAZ GL 1.4,2017,4x2,B,,6220000,2000000,3668000,3900000,55084
865,29/07/2020,84,PARTICULARES,PARTICULAR,JSZX20,SEDAN,CHEVROLET,PRISMA LTZ 1.4,2017,4x2,B,,6200000,2000000,5200000,4700000,68911
865,29/07/2020,85,PARTICULARES,PARTICULAR,HJKS39,HATCHBACK,FORD,FIESTA TITANIUM 1.6,2015,4x2,B,,6000000,1800000,4300000,4800000,75759
865,29/07/2020,86,PARTICULARES,PARTICULAR,FYRF28,HATCHBACK,CITROËN,C4 N2 1.6,2014,4x2,B,,5800000,1800000,4500000,4200000,77594
865,29/07/2020,87,BFE,SANTANDER CONSUMER,LFZC32,HATCHBACK,MG,NEW 3 1.5,2019,4x2,B,,4940006,1600000,2453138,4300000,28782
865,29/07/2020,88,BFE,SANTANDER CONSUMER,JVJG69,STATION WAGON,BAIC,X35 LUXURY 1.5,2018,4x2,B,,6560000,2000000,4543000,4100000,43709
865,29/07/2020,89,PARTICULARES,PARTICULAR,LKRY57,HATCHBACK,SUZUKI,ALTO K10 GLX HB 1.0,2019,4x2,B,,3900000,1200000,3300000,3500000,45538
865,29/07/2020,90,BFE,SANTANDER CONSUMER,HLTV72,SEDAN,CHEVROLET,SAIL CLASSIC LS 1.4,2016,4x2,B,,4340000,1400000,2749000,3100000,64371
865,29/07/2020,91,BFE,GMF,KZFF39,HATCHBACK,CHEVROLET,SPARK GT HB DOHC 1.2,2019,4x2,B,,4517000,1400000,3220690,3500000,67233
865,29/07/2020,92,PARTICULARES,PARTICULAR,JFSK49,HATCHBACK,SUZUKI,ALTO K10 GLX 1.0,2017,4x2,B,,3700000,1200000,3300000,3000000,24556
865,29/07/2020,93,PARTICULARES,PARTICULAR,HFCY80,SEDAN,CHEVROLET,SAIL II LT 1.4,2015,4x2,B,,4200000,1400000,3250000,3300000,88778
865,29/07/2020,94,BFE,GMF,FWZJ81,HATCHBACK,CHEVROLET,SONIC II 1.6,2013,4x2,B,,3880000,1200000,2619000,3000000,83357
865,29/07/2020,95,PARTICULARES,PARTICULAR,JCYK39,STATION WAGON,DFM,H30 CROSS ELEGANTE 1.6,2017,4x2,B,,4500000,1400000,3000000,3000000,80192
865,29/07/2020,96,PARTICULARES,PARTICULAR,GVKF26,HATCHBACK,VOLKSWAGEN,GOL TRENDLINE 1.6,2014,4x2,B,,4300000,1400000,3900000,3800000,125067
865,29/07/2020,97,BFE,SANTANDER CONSUMER,HVXF79,HATCHBACK,JAC,J2 HB 1.0,2016,4x2,B,,4090000,1400000,2412000,2400000,42133
865,29/07/2020,98,PARTICULARES,PARTICULAR,GFYZ84,HATCHBACK,SUZUKI,ALTO GL 800 CC,2014,4x2,B,,3000000,1000000,2200000,2300000,81318
865,29/07/2020,99,BFE,SANTANDER CONSUMER,FHBL63,HATCHBACK,CHEVROLET,SPARK LITE HB 1.0,2013,4x2,B,,2440000,800000,1231000,1700000,97540
865,29/07/2020,100,BFE,EUROCAPITAL,BFGD61,SEDAN,NISSAN,PLATINA 1.6,2008,4x2,B,,2210000,800000,790000,1400000,164451
863,22/07/2020,1,BFE,GMF,LJTH73,CAMIONETA,CHEVROLET,SILVERADO LTZ 5.3 AUT,2019,4x4,B,,23500000,7200000,19160000,24600000,11749
863,22/07/2020,2,AUTOMOTORAS,SALFA,JCYZ54,CAMIONETA,DODGE,RAM 1500 RC 5.7 AUT,2017,4x4,B,,15710000,4800000,11780000,10900000,60000
863,22/07/2020,3,AUTOMOTORAS,SALFA,GTKY93,STATION WAGON,JEEP,GRAND CHEROKEE OVERLAND 4X4 5.7,2015,4x4,B,,18990000,5800000,14242500,11700000,72177
863,22/07/2020,4,AUTOMOTORAS,SALFA,HXPZ85,STATION WAGON,AUDI,Q3 TDI 2.0,2016,4x2,D,,15560000,4800000,11670000,12800000,50199
863,22/07/2020,5,PARTICULARES,PARTICULAR,HRZT61,STATION WAGON,MAZDA,NEW CX5 GT 4X4 2.2 AUT,2016,AWD,D,,12900000,4000000,11150000,10800000,131058
863,22/07/2020,6,AUTOMOTORAS,SALFA,HKVG75,STATION WAGON,HONDA,PILOT TOURING 4X4 3.5 AUT,2016,4x4,B,,16500000,5000000,12375000,11600000,90899
863,22/07/2020,7,AUTOMOTORAS,SALFA,HTBT56,STATION WAGON,JEEP,CHEROKEE LONGITUDE 2.4,2016,4x2,B,,11590000,3600000,8692500,9800000,29504
863,22/07/2020,8,PARTICULARES,PARTICULAR,JLXR98,STATION WAGON,MAZDA,NEW CX 5 R 4X4 2.0,2017,4x4,B,,11900000,3600000,10600000,9500000,46613
863,22/07/2020,9,PARTICULARES,PARTICULAR,HWKW72,STATION WAGON,MAZDA,NEW CX 5 R 2.0 AUT,2016,4x2,B,,10400000,3200000,9500000,8700000,61273
863,22/07/2020,10,AUTOMOTORAS,PEUGEOT,KVDZ43,STATION WAGON,PEUGEOT,2008 ACTIVE BLUEHDI 1.6,2019,4x2,D,,9500000,3000000,7800000,8100000,60845
863,22/07/2020,11,AUTOMOTORAS,PEUGEOT,LBRB12,HATCHBACK,PEUGEOT,308 BLUE HDI HB 1.6 AUT,2019,4x2,D,,11900000,3600000,10200000,8700000,48617
863,22/07/2020,12,AUTOMOTORAS,PEUGEOT,KZTD58,SEDAN,PEUGEOT,301 HDI 92HP 1.6,2019,4x2,D,,8400000,2600000,7100000,6400000,35924
863,22/07/2020,13,AUTOMOTORAS,PEUGEOT,KZTC93,SEDAN,PEUGEOT,301 HDI 92HP 1.6,2019,4x2,D,,8400000,2600000,7100000,6400000,38439
863,22/07/2020,14,AUTOMOTORAS,PEUGEOT,KTWC26,STATION WAGON,PEUGEOT,2008 ACTIVE BLUEHDI 1.6,2018,4x2,D,,9500000,3000000,7800000,7700000,60941
863,22/07/2020,15,AUTOMOTORAS,PEUGEOT,KTWC10,STATION WAGON,PEUGEOT,2008 ACTIVE BLUEHDI 1.6,2018,4x2,D,,9500000,3000000,7800000,7700000,64832
863,22/07/2020,16,PARTICULARES,PARTICULAR,JKVV96,STATION WAGON,KIA MOTORS,SORENTO EX 2.4,2017,4x2,B,,12500000,3800000,11100000,10200000,64443
863,22/07/2020,17,AUTOMOTORAS,SALFA,HSKR26,STATION WAGON,HONDA,CR V EX 2.4 AUT,2016,4WD,B,,11810000,3600000,8857500,9600000,47613
863,22/07/2020,18,BFE,TANNER,FTRP84,STATION WAGON,JEEP,GRAND CHEROKEE LAREDO SPORT 3.6,2013,4x2,B,,9780000,3000000,6970000,7200000,65596
863,22/07/2020,19,PARTICULARES,PARTICULAR,JGTJ42,STATION WAGON,KIA MOTORS,SPORTAGE LX 2.0,2017,AWD,B,,10300000,3200000,8800000,8600000,50494
863,22/07/2020,20,AUTOMOTORAS,SALFA,JBHV55,STATION WAGON,NISSAN,X TRAIL SENSE CVT 2.5,2016,4x2,B,,9580000,3000000,7185000,8500000,73647
863,22/07/2020,21,PARTICULARES,PARTICULAR,GTRC17,STATION WAGON,SUBARU,OUTBACK LTD CVT 2.5I,2015,AWD,B,,10700000,3400000,8100000,8800000,82354
863,22/07/2020,22,PARTICULARES,PARTICULAR,HYDP53,STATION WAGON,FORD,ESCAPE 4X4 2.0 AUT,2016,4x2,B,,10400000,3200000,8000000,7600000,45878
863,22/07/2020,23,LEASING,CHILEAN LEASING,JVWJ64,STATION WAGON,MAZDA,5 DOHC 2.0 AUT,2018,4x2,B,,9650000,3000000,7237500,6300000,69120
863,22/07/2020,24,LEASING,CHILEAN LEASING,JVWR79,STATION WAGON,MAZDA,5 DOHC 2.0 AUT,2018,4x2,B,,9650000,3000000,7237500,6300000,70711
863,22/07/2020,25,PARTICULARES,PARTICULAR,HFDZ55,HATCHBACK,PEUGEOT,308 GT BLUE HDI 2.0,2015,4x2,D,,11400000,3600000,9500000,8900000,132965
863,22/07/2020,26,LEASING,MITTA,JXVR48,CAMIONETA,FORD,RANGER DCAB XLT 4X4 3.2,2018,4x4,D,,16080000,5000000,10500000,10000000,61432
863,22/07/2020,27,LEASING,MITTA,JXVR22,CAMIONETA,FORD,RANGER DCAB XLT 4X4 3.2,2018,4x4,D,,16080000,5000000,10500000,10000000,93708
863,22/07/2020,28,LEASING,MITTA,LFTL49,CAMIONETA,TOYOTA,HILUX D CAB DX 4X4 2.4,2019,4x4,D,,16705631,5200000,11500000,9500000,27357
863,22/07/2020,29,LEASING,MITTA,LFTL48,CAMIONETA,TOYOTA,HILUX D CAB DX 4X4 2.4,2019,4x4,D,,16705631,5200000,11500000,9000000,34760
863,22/07/2020,30,LEASING,MITTA,KYTG87,CAMIONETA,TOYOTA,HILUX D CAB DX 4X4 2.4,2019,4x4,D,,16705631,5200000,11500000,8900000,38849
863,22/07/2020,31,LEASING,MITTA,KWRY31,CAMIONETA,TOYOTA,HI LUX D CAB 4X4 2.4,2019,4x4,D,,16705631,5200000,11500000,9600000,69781
863,22/07/2020,32,LEASING,MITTA,KWGZ11,CAMIONETA,TOYOTA,HILUX D CAB DX 4X4 2.4,2019,4x4,D,,16705631,5200000,11500000,9000000,78492
863,22/07/2020,33,LEASING,GAMA,JFCK95,CAMIONETA,TOYOTA,HI LUX 4X4 2.8,2017,4x4,D,,14000000,4800000,9520000,9300000,89559
863,22/07/2020,34,LEASING,MITTA,JSPG39,CAMIONETA,TOYOTA,HILUX DCAB 4X4 2.8 AUT,2017,4x4,D,,14000000,4800000,7800000,10500000,132467
863,22/07/2020,35,LEASING,MITTA,KFXG38,CAMIONETA,TOYOTA,HILUX DCAB TDI 4X4 2.4,2018,4x4,D,,12380000,5000000,5700000,8100000,24233
863,22/07/2020,36,LEASING,MITTA,KBTJ84,CAMIONETA,TOYOTA,HILUX D CAB DX 4X4 2.4,2018,4x4,D,,10340000,5000000,7500000,9000000,45003
863,22/07/2020,37,LEASING,MITTA,KKXJ33,CAMIONETA,TOYOTA,HILUX DX 4X4 2.4,2018,4x4,D,,11040000,5000000,7500000,8800000,53657
863,22/07/2020,38,LEASING,MITTA,KSCG36,CAMIONETA,TOYOTA,HILUX D CAB DX 4X4 2.4,2018,4x4,D,,11040000,5000000,7500000,8800000,62753
863,22/07/2020,39,LEASING,MITTA,KLRL56,CAMIONETA,TOYOTA,HILUX DCAB DX TDI 4X4 2.4,2018,4x4,D,,12380000,5000000,7500000,8100000,64903
863,22/07/2020,40,LEASING,MITTA,KLZW55,CAMIONETA,TOYOTA,HILUX D CAB DX 4X4 2.4,2018,4x4,D,,11040000,5000000,7500000,7900000,67561
863,22/07/2020,41,LEASING,MITTA,KBTK47,CAMIONETA,TOYOTA,HILUX D CAB DX 4X4 2.4,2018,4x4,D,,10340000,5000000,7500000,8100000,69155
863,22/07/2020,42,LEASING,MITTA,KFXG41,CAMIONETA,TOYOTA,HILUX DCAB TDI 4X4 2.4,2018,4x4,D,,12380000,5000000,7500000,7800000,71065
863,22/07/2020,43,LEASING,MITTA,KSCG30,CAMIONETA,TOYOTA,HILUX D CAB DX 4X4 2.4,2018,4x4,D,,11040000,5000000,7500000,7900000,72455
863,22/07/2020,44,LEASING,MITTA,KRGV61,CAMIONETA,TOYOTA,HILUX D CAB DX 4X4 2.4,2018,4x4,D,,11040000,5000000,7500000,7600000,72528
863,22/07/2020,45,LEASING,MITTA,KSCG32,CAMIONETA,TOYOTA,HILUX D CAB DX 4X4 2.4,2018,4x4,D,,11040000,5000000,7500000,7600000,74954
863,22/07/2020,46,LEASING,MITTA,KKXJ36,CAMIONETA,TOYOTA,HILUX DX 4X4 2.4,2018,4x4,D,,11040000,5000000,7500000,7600000,82949
863,22/07/2020,47,LEASING,MITTA,JXPS23,CAMIONETA,TOYOTA,HILUX D CAB DX 4X4 2.4,2018,4x4,D,,11040000,5000000,7500000,8100000,88832
863,22/07/2020,48,LEASING,MITTA,KKXJ38,CAMIONETA,TOYOTA,HILUX DX 4X4 2.4,2018,4x4,D,,11040000,5000000,7500000,8100000,94993
863,22/07/2020,49,LEASING,MITTA,KPZH48,CAMIONETA,TOYOTA,HILUX D CAB TDI DX 4X4 2.4,2018,4x4,D,,12380000,5000000,7500000,7400000,108982
863,22/07/2020,50,LEASING,MITTA,HWLD71,CAMIONETA,TOYOTA,HILUX D CAB TDI 4X4 2.8 AUT,2016,4x4,D,,13240000,4400000,6500000,10500000,91709
863,22/07/2020,51,LEASING,MITTA,HYJW44,CAMIONETA,TOYOTA,HI LUX D CAB 4X4 2.8,2016,4x4,D,,13240000,4400000,6400000,7600000,114020
863,22/07/2020,52,LEASING,MITTA,JVZB80,CAMIONETA,TOYOTA,HILUX D CAB DX 4X4 2.4,2017,4x4,D,,10852314,4800000,6500000,6700000,44238
863,22/07/2020,53,LEASING,MITTA,JVZB78,CAMIONETA,TOYOTA,HILUX D CAB DX 4X4 2.4,2017,4x4,D,,10852314,4800000,6500000,7200000,52513
863,22/07/2020,54,LEASING,MITTA,JTSP66,CAMIONETA,TOYOTA,HILUX DX 4X4 2.4,2017,4x4,D,,10852314,4800000,6500000,7400000,68067
863,22/07/2020,55,LEASING,MITTA,JFJV83,CAMIONETA,TOYOTA,HI LUX D CAB 4X4 2.4,2017,4x4,D,,10852314,4800000,6500000,7400000,69578
